trade_id,signal_id,month,symbol,strategy_id,regime,side,entry_time,exit_time,duration_ms,entry_price,exit_price,stop_loss,take_profit,qty,gross_pnl,fee,slippage,total_cost,net_pnl,reward_risk,bars_held,exit_reason,expected_edge_bps,actual_edge_bps,edge_realization_bps,fee_bps,slippage_bps,total_cost_bps,net_pnl_bps,filters_passed,filters_failed,entry_reason
TRD-SIG-BT-00000001,SIG-BT-00000001,2020-01,BTCUSDT,liquidity_sweep_reclaim_v1,sweep_reclaim_short,short,1578042900000,1578045000000,2100000,7308.360000,7335.849810,7335.849810,7258.878342,0.272828,-7.500000,1.997678,0.000000,1.997678,-9.497678,1.800000,8,stop_loss,57.705556,-47.633005,-105.338561,10.018807,0.000000,10.018807,-47.633005,liquidity_sweep|level_reclaim|wick_rejection|volume_expansion|higher_tf_not_blocking|reward_risk_ok|expected_edge_ok,,"lsr_v1_short level=7313.890000, sweep_depth_bps=26.13, wick=0.67, close_loc=0.67, vol=3.20"
TRD-SIG-BT-00000002,SIG-BT-00000002,2020-01,BTCUSDT,liquidity_sweep_reclaim_v1,sweep_reclaim_short,short,1578060000000,1578060000000,0,7345.740000,7283.777856,7380.163413,7283.777856,0.217461,13.474356,1.590676,0.000000,1.590676,11.883681,1.800000,1,take_profit,74.351125,74.393301,0.042176,9.957824,0.000000,9.957824,74.393301,liquidity_sweep|level_reclaim|wick_rejection|volume_expansion|higher_tf_not_blocking|reward_risk_ok|expected_edge_ok,,"lsr_v1_short level=7368.330000, sweep_depth_bps=14.48, wick=0.72, close_loc=0.82, vol=4.42"
TRD-SIG-BT-00000003,SIG-BT-00000003,2020-01,BTCUSDT,liquidity_sweep_reclaim_v1,sweep_reclaim_short,short,1578068400000,1578077100000,8700000,7328.450000,7354.600000,7410.751781,7180.306794,0.091172,-2.384135,0.669338,0.000000,0.669338,-3.053473,1.800000,30,time_exit,192.148075,-45.700694,-237.848769,10.017841,0.000000,10.017841,-45.700694,liquidity_sweep|level_reclaim|wick_rejection|volume_expansion|higher_tf_not_blocking|reward_risk_ok|expected_edge_ok,,"lsr_v1_short level=7385.000000, sweep_depth_bps=30.17, wick=0.66, close_loc=0.96, vol=4.71"
TRD-SIG-BT-00000004,SIG-BT-00000004,2020-01,BTCUSDT,liquidity_sweep_reclaim_v1,sweep_reclaim_long,long,1578135900000,1578144600000,8700000,7314.980000,7294.024006,7294.024006,7352.700789,0.357845,-7.498999,2.613880,0.000000,2.613880,-10.112879,1.800000,30,stop_loss,41.566497,-38.633730,-80.200227,9.985676,0.000000,9.985676,-38.633730,liquidity_sweep|level_reclaim|wick_rejection|volume_expansion|higher_tf_not_blocking|reward_risk_ok|expected_edge_ok,,"lsr_v1_long level=7306.000000, sweep_depth_bps=14.78, wick=0.67, close_loc=0.71, vol=4.70"
TRD-SIG-BT-00000005,SIG-BT-00000005,2020-01,BTCUSDT,liquidity_sweep_reclaim_v1,sweep_reclaim_long,long,1578266400000,1578275100000,8700000,7345.550000,7390.990000,7301.236936,7425.313515,0.168885,7.674153,1.244393,0.000000,1.244393,6.429759,1.800000,30,time_exit,98.587532,51.829652,-46.757880,10.030930,0.000000,10.030930,51.829652,liquidity_sweep|level_reclaim|wick_rejection|volume_expansion|higher_tf_not_blocking|reward_risk_ok|expected_edge_ok,,"lsr_v1_long level=7312.000000, sweep_depth_bps=12.31, wick=0.78, close_loc=0.98, vol=2.13"
TRD-SIG-BT-00000006,SIG-BT-00000006,2020-01,BTCUSDT,liquidity_sweep_reclaim_v1,sweep_reclaim_long,long,1578319200000,1578327900000,8700000,7524.830000,7531.690000,7480.203077,7605.158461,0.167914,1.151888,1.264098,0.000000,1.264098,-0.112210,1.800000,30,time_exit,96.751197,-0.888073,-97.639270,10.004558,0.000000,10.004558,-0.888073,liquidity_sweep|level_reclaim|wick_rejection|volume_expansion|higher_tf_not_blocking|reward_risk_ok|expected_edge_ok,,"lsr_v1_long level=7505.000000, sweep_depth_bps=30.99, wick=0.73, close_loc=0.73, vol=5.87"
TRD-SIG-BT-00000007,SIG-BT-00000007,2020-01,BTCUSDT,liquidity_sweep_reclaim_v1,sweep_reclaim_long,long,1578400200000,1578402000000,1800000,7871.600000,7848.717739,7848.717739,7912.788071,0.327472,-7.493306,2.573984,0.000000,2.573984,-10.067290,1.800000,7,stop_loss,42.324903,-39.054856,-81.379759,9.985465,0.000000,9.985465,-39.054856,liquidity_sweep|level_reclaim|wick_rejection|volume_expansion|higher_tf_not_blocking|reward_risk_ok|expected_edge_ok,,"lsr_v1_long level=7855.750000, sweep_depth_bps=7.32, wick=0.70, close_loc=0.70, vol=1.55"
TRD-SIG-BT-00000008,SIG-BT-00000008,2020-01,BTCUSDT,liquidity_sweep_reclaim_v1,sweep_reclaim_long,long,1578413100000,1578414600000,1500000,7797.050000,7917.277206,7730.257108,7917.277206,0.111961,13.460769,0.879697,0.000000,0.879697,12.581072,1.800000,6,take_profit,144.195761,144.118663,-0.077098,10.077098,0.000000,10.077098,144.118663,liquidity_sweep|level_reclaim|wick_rejection|volume_expansion|higher_tf_not_blocking|reward_risk_ok|expected_edge_ok,,"lsr_v1_long level=7746.000000, sweep_depth_bps=16.78, wick=0.52, close_loc=0.91, vol=2.70"
TRD-SIG-BT-00000009,SIG-BT-00000009,2020-01,BTCUSDT,liquidity_sweep_reclaim_v1,sweep_reclaim_long,long,1578489300000,1578489300000,0,8270.000000,8229.717235,8229.717235,8342.508977,0.186111,-7.497076,1.535392,0.000000,1.535392,-9.032468,1.800000,1,stop_loss,77.677119,-58.685156,-136.362275,9.975645,0.000000,9.975645,-58.685156,liquidity_sweep|level_reclaim|wick_rejection|volume_expansion|higher_tf_not_blocking|reward_risk_ok|expected_edge_ok,,"lsr_v1_long level=8262.410000, sweep_depth_bps=38.00, wick=0.67, close_loc=0.80, vol=3.61"
TRD-SIG-BT-0000000A,SIG-BT-0000000A,2020-01,BTCUSDT,liquidity_sweep_reclaim_v1,sweep_reclaim_long,long,1578550800000,1578552300000,1500000,7937.800000,7906.159354,7906.159354,7994.753163,0.236516,-7.483528,1.873677,0.000000,1.873677,-9.357205,1.800000,6,stop_loss,61.749304,-49.840794,-111.590098,9.980070,0.000000,9.980070,-49.840794,liquidity_sweep|level_reclaim|wick_rejection|volume_expansion|higher_tf_not_blocking|reward_risk_ok|expected_edge_ok,,"lsr_v1_long level=7914.370000, sweep_depth_bps=8.05, wick=0.52, close_loc=1.00, vol=2.03"
