trade_id,signal_id,symbol,strategy_id,regime,side,entry_time,exit_time,entry_price,exit_price,stop_loss,take_profit,qty,position_size_usd,entry_notional_usd,exit_notional_usd,avg_notional_usd,round_trip_notional_usd,fee_bps_on_combined_notional,fee_bps_on_entry_notional,equity_at_entry_usd,risk_amount_usd,risk_per_unit_usd,stop_distance_bps,risk_pct_of_equity,leverage_used,gross_pnl,fee,slippage,net_pnl,reward_risk,bars_held,exit_reason,entry_reason,filters_passed,filters_failed,expected_edge_bps,actual_edge_bps
TRD-SIG-BT-00000001,SIG-BT-00000001,BTCUSDT,screened_vwap_scalp_v2,bearish,short,1577977200000,1577980800000,7131.000000,7109.182334,7149.181388,7109.182334,0.41250976,2941.607091,2941.607091,2932.607091,2937.107091,5874.214183,5.000000,9.984702,5000.000000,7.500000,18.181388,25.496267,0.150000,0.588321,9.000000,2.937107,0.000000,6.062893,1.200000,5,take_profit,"bearish momentum follow-through, body_ratio=0.77, body_atr=1.01, close_location=0.97, reject_distance_atr=0.00, volume_ratio=1.20, atr_bps=25.5",screening_bearish|confirmation_bearish_or_allowed_neutral|atr_bps_in_range|near_vwap_or_ema21|volume_ratio_ok|momentum_trigger_ok|trigger_body_ratio_ok|trigger_body_atr_ok|trigger_close_location_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,20.595520,20.610818
TRD-SIG-BT-00000002,SIG-BT-00000002,BTCUSDT,screened_vwap_scalp_v2,bullish,long,1578276000000,1578276000000,7419.950000,7448.818331,7395.893057,7448.818331,0.31213835,2316.050934,2316.050934,2325.061847,2320.556390,4641.112781,5.000000,10.019453,5006.062893,7.509094,24.056943,32.421974,0.150000,0.462649,9.010913,2.320556,0.000000,6.690357,1.200000,1,take_profit,"bullish momentum follow-through, body_ratio=0.92, body_atr=1.51, close_location=0.93, reclaim_distance_atr=0.04, volume_ratio=1.73, atr_bps=32.4",screening_bullish|confirmation_bullish_or_allowed_neutral|atr_bps_in_range|near_vwap_or_ema21|volume_ratio_ok|momentum_trigger_ok|trigger_body_ratio_ok|trigger_body_atr_ok|trigger_close_location_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,28.906369,28.886916
TRD-SIG-BT-00000003,SIG-BT-00000003,BTCUSDT,screened_vwap_scalp_v2,bullish,long,1578395700000,1578395700000,7919.830000,7944.901744,7898.936880,7944.901744,0.35988545,2850.231613,2850.231613,2859.254569,2854.743091,5709.486182,5.000000,10.015828,5012.753250,7.519130,20.893120,26.380768,0.150000,0.568596,9.022956,2.854743,0.000000,6.168213,1.200000,1,take_profit,"bullish momentum follow-through, body_ratio=0.75, body_atr=1.32, close_location=0.99, reclaim_distance_atr=0.16, volume_ratio=1.74, atr_bps=26.4",screening_bullish|confirmation_bullish_or_allowed_neutral|atr_bps_in_range|near_vwap_or_ema21|volume_ratio_ok|momentum_trigger_ok|trigger_body_ratio_ok|trigger_body_atr_ok|trigger_close_location_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,21.656922,21.641093
TRD-SIG-BT-00000004,SIG-BT-00000004,BTCUSDT,screened_vwap_scalp_v2,bullish,long,1578413700000,1578414600000,7861.560000,7911.126459,7820.254617,7911.126459,0.18226153,1432.859937,1432.859937,1441.893995,1437.376966,2874.753932,5.000000,10.031525,5018.921462,7.528382,41.305383,52.540950,0.150000,0.285492,9.034059,1.437377,0.000000,7.596682,1.200000,2,take_profit,"bullish momentum follow-through, body_ratio=0.69, body_atr=2.22, close_location=0.96, reclaim_distance_atr=0.00, volume_ratio=2.45, atr_bps=52.5",screening_bullish|confirmation_bullish_or_allowed_neutral|atr_bps_in_range|near_vwap_or_ema21|volume_ratio_ok|momentum_trigger_ok|trigger_body_ratio_ok|trigger_body_atr_ok|trigger_close_location_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,53.049140,53.017615
TRD-SIG-BT-00000005,SIG-BT-00000005,BTCUSDT,screened_vwap_scalp_v2,bullish,long,1578491100000,1578492000000,8411.380000,8362.593334,8362.593334,8469.924000,0.15454586,1299.943939,1299.943939,1292.404162,1296.174050,2592.348101,5.000000,9.971000,5026.518144,7.539777,48.786666,58.000787,0.150000,0.258617,-7.539777,1.296174,0.000000,-8.835951,1.200000,2,stop_loss,"bullish momentum follow-through, body_ratio=0.79, body_atr=1.96, close_location=0.84, reclaim_distance_atr=0.00, volume_ratio=4.43, atr_bps=58.0",screening_bullish|confirmation_bullish_or_allowed_neutral|atr_bps_in_range|near_vwap_or_ema21|volume_ratio_ok|momentum_trigger_ok|trigger_body_ratio_ok|trigger_body_atr_ok|trigger_close_location_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,59.600945,-67.971787
TRD-SIG-BT-00000006,SIG-BT-00000006,BTCUSDT,screened_vwap_scalp_v2,bullish,long,1578555000000,1578558600000,7956.610000,7920.649542,7920.649542,7999.762550,0.20929998,1665.318345,1665.318345,1657.791822,1661.555084,3323.110168,5.000000,9.977402,5017.682193,7.526523,35.960458,45.195703,0.150000,0.331890,-7.526523,1.661555,0.000000,-9.188078,1.200000,5,stop_loss,"bullish momentum follow-through, body_ratio=0.78, body_atr=0.97, close_location=0.90, reclaim_distance_atr=0.00, volume_ratio=1.60, atr_bps=45.2",screening_bullish|confirmation_bullish_or_allowed_neutral|atr_bps_in_range|near_vwap_or_ema21|volume_ratio_ok|momentum_trigger_ok|trigger_body_ratio_ok|trigger_body_atr_ok|trigger_close_location_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,44.234843,-55.173105
TRD-SIG-BT-00000007,SIG-BT-00000007,BTCUSDT,screened_vwap_scalp_v2,bullish,long,1578598200000,1578598200000,7857.200000,7898.433860,7822.838450,7898.433860,0.21863802,1717.882651,1717.882651,1726.897941,1722.390296,3444.780592,5.000000,10.026240,5008.494115,7.512741,34.361550,43.732563,0.150000,0.342994,9.015289,1.722390,0.000000,7.292899,1.200000,1,take_profit,"bullish momentum follow-through, body_ratio=0.65, body_atr=0.90, close_location=0.73, reclaim_distance_atr=0.00, volume_ratio=1.15, atr_bps=43.7",screening_bullish|confirmation_bullish_or_allowed_neutral|atr_bps_in_range|near_vwap_or_ema21|volume_ratio_ok|momentum_trigger_ok|trigger_body_ratio_ok|trigger_body_atr_ok|trigger_close_location_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,42.479076,42.452836
TRD-SIG-BT-00000008,SIG-BT-00000008,BTCUSDT,screened_vwap_scalp_v2,bullish,long,1578680100000,1578680100000,8043.500000,8115.288350,7983.676375,8115.288350,0.12576437,1011.585708,1011.585708,1020.614125,1016.099917,2032.199833,5.000000,10.044625,5015.787014,7.523681,59.823625,74.375117,0.150000,0.201680,9.028417,1.016100,0.000000,8.012317,1.200000,1,take_profit,"bullish momentum follow-through, body_ratio=0.85, body_atr=1.30, close_location=0.85, reclaim_distance_atr=0.11, volume_ratio=1.40, atr_bps=74.4",screening_bullish|confirmation_bullish_or_allowed_neutral|atr_bps_in_range|near_vwap_or_ema21|volume_ratio_ok|momentum_trigger_ok|trigger_body_ratio_ok|trigger_body_atr_ok|trigger_close_location_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,79.250140,79.205515
TRD-SIG-BT-00000009,SIG-BT-00000009,BTCUSDT,screened_vwap_scalp_v2,bullish,long,1578779100000,1578779100000,8284.170000,8250.077974,8250.077974,8325.080431,0.22103993,1831.132352,1831.132352,1823.596653,1827.364503,3654.729006,5.000000,9.979423,5023.799330,7.535699,34.092026,41.153219,0.150000,0.364492,-7.535699,1.827365,0.000000,-9.363063,1.200000,1,stop_loss,"bullish momentum follow-through, body_ratio=0.99, body_atr=3.54, close_location=0.99, reclaim_distance_atr=0.00, volume_ratio=3.23, atr_bps=41.2",screening_bullish|confirmation_bullish_or_allowed_neutral|atr_bps_in_range|near_vwap_or_ema21|volume_ratio_ok|momentum_trigger_ok|trigger_body_ratio_ok|trigger_body_atr_ok|trigger_close_location_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,39.383862,-51.132642
TRD-SIG-BT-00000010,SIG-BT-00000010,BTCUSDT,screened_vwap_scalp_v2,bullish,long,1578816900000,1578818700000,8115.610000,8146.841421,8089.583815,8146.841421,0.28900335,2345.438438,2345.438438,2354.464424,2349.951431,4699.902862,5.000000,10.019242,5014.436267,7.521654,26.026185,32.069289,0.150000,0.467737,9.025985,2.349951,0.000000,6.676034,1.200000,3,take_profit,"bullish momentum follow-through, body_ratio=0.58, body_atr=0.62, close_location=0.98, reclaim_distance_atr=0.00, volume_ratio=1.65, atr_bps=32.1",screening_bullish|confirmation_bullish_or_allowed_neutral|atr_bps_in_range|near_vwap_or_ema21|volume_ratio_ok|momentum_trigger_ok|trigger_body_ratio_ok|trigger_body_atr_ok|trigger_close_location_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,28.483147,28.463906
TRD-SIG-BT-00000011,SIG-BT-00000011,BTCUSDT,screened_vwap_scalp_v2,bullish,long,1578831300000,1578836700000,8138.870000,8165.741186,8116.477345,8165.741186,0.33634548,2737.472144,2737.472144,2746.510146,2741.991145,5483.982291,5.000000,10.016508,5021.112301,7.531668,22.392655,27.513224,0.150000,0.545192,9.038002,2.741991,0.000000,6.296011,1.200000,7,take_profit,"bullish momentum follow-through, body_ratio=0.90, body_atr=0.96, close_location=0.90, reclaim_distance_atr=0.00, volume_ratio=1.28, atr_bps=27.5",screening_bullish|confirmation_bullish_or_allowed_neutral|atr_bps_in_range|near_vwap_or_ema21|volume_ratio_ok|momentum_trigger_ok|trigger_body_ratio_ok|trigger_body_atr_ok|trigger_close_location_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,23.015869,22.999361
TRD-SIG-BT-00000012,SIG-BT-00000012,BTCUSDT,screened_vwap_scalp_v2,bullish,long,1578904200000,1578905100000,8100.990000,8127.842553,8078.612872,8127.842553,0.33700091,2730.041028,2730.041028,2739.090363,2734.565695,5469.131391,5.000000,10.016574,5027.408312,7.541112,22.377128,27.622707,0.150000,0.543031,9.049335,2.734566,0.000000,6.314769,1.200000,2,take_profit,"bullish momentum follow-through, body_ratio=0.79, body_atr=1.42, close_location=0.81, reclaim_distance_atr=0.00, volume_ratio=1.51, atr_bps=27.6",screening_bullish|confirmation_bullish_or_allowed_neutral|atr_bps_in_range|near_vwap_or_ema21|volume_ratio_ok|momentum_trigger_ok|trigger_body_ratio_ok|trigger_body_atr_ok|trigger_close_location_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,23.147249,23.130675
TRD-SIG-BT-00000013,SIG-BT-00000013,BTCUSDT,screened_vwap_scalp_v2,bullish,long,1578961800000,1578961800000,8145.740000,8169.095195,8126.277337,8169.095195,0.38795229,3160.158507,3160.158507,3169.219208,3164.688857,6329.377715,5.000000,10.014336,5033.723081,7.550585,19.462663,23.893057,0.150000,0.627797,9.060702,3.164689,0.000000,5.896013,1.200000,1,take_profit,"bullish momentum follow-through, body_ratio=0.70, body_atr=1.05, close_location=0.74, reclaim_distance_atr=0.13, volume_ratio=1.53, atr_bps=23.9",screening_bullish|confirmation_bullish_or_allowed_neutral|atr_bps_in_range|near_vwap_or_ema21|volume_ratio_ok|momentum_trigger_ok|trigger_body_ratio_ok|trigger_body_atr_ok|trigger_close_location_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,18.671668,18.657332
